Customer_id,First_name,Last_namePhone,,EmAIL,Street,City,State,Zip_code
1990102,Marisol,Goodman,NULL,marisol.goodman@gmail.com,864 East Cherry St. ,Canandaigua,NY,14424
19901020,Lorraine,Marks,NULL,lorraine.marks@msn.com,160 North Pearl Street ,San Carlos,CA,94070
19901021,Nicolas,Carlson,NULL,nicolas.carlson@yahoo.com,7899 Spruce Street ,Saint Albans,NY,11412
19901022,Hye,Mercer,NULL,hye.mercer@gmail.com,9681 Redwood St. ,Mahopac,NY,10541
19901023,Adena,Blake,NULL,adena.blake@hotmail.com,684 Westport Drive ,Ballston Spa,NY,12020
19901024,Coleman,Boyd,(915) 607-6336,coleman.boyd@yahoo.com,9740 Bay Meadows Drive ,El Paso,TX,79930
19901025,Daphine,Willis,NULL,daphine.willis@msn.com,152 Shady St. ,Farmingdale,NY,11735
19901026,Jenine,Dawson,NULL,jenine.dawson@msn.com,17 Park Street ,Endicott,NY,13760
19901027,Shanita,Wiley,NULL,shanita.wiley@yahoo.com,121 Bridge Lane ,Saint Albans,NY,11412
19901028,Shanna,Bonner,NULL,shanna.bonner@msn.com,386 Lafayette Road ,Canandaigua,NY,14424
19901029,Ping,Quinn,NULL,ping.quinn@gmail.com,9051 Hanover Dr. ,Rowlett,TX,75088
1990103,Sylvie,Wilkerson,NULL,sylvie.wilkerson@yahoo.com,750 Central Ave. ,Syosset,NY,11791
19901030,Saran,Moses,NULL,saran.moses@yahoo.com,94 Hall Dr. ,Brooklyn,NY,11201
19901031,Tonja,Bean,NULL,tonja.bean@aol.com,9 Middle River St. ,Fairport,NY,14450
19901032,Vernon,Knowles,NULL,vernon.knowles@yahoo.com,5 Olive Lane ,Huntington Station,NY,11746
19901033,Jeannette,Skinner,NULL,jeannette.skinner@yahoo.com,8886 High Point Drive ,Forest Hills,NY,11375
19901034,Rico,Salas,NULL,rico.salas@msn.com,8041 Walt Whitman St. ,Centereach,NY,11720
19901035,Tangela,Hurley,NULL,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008
19901036,Randee,Lester,NULL,randee.lester@gmail.com,81 Bear Hill Street ,Centereach,NY,11720
19901037,Ashanti,Hammond,NULL,ashanti.hammond@msn.com,9202 W. Lyme Ave. ,Nanuet,NY,10954
19901038,Garry,Juarez,NULL,garry.juarez@hotmail.com,670 Nut Swamp Drive ,Forest Hills,NY,11375
19901039,Bee,Baker,NULL,bee.baker@aol.com,307 E. Magnolia St. ,Liverpool,NY,13090
1990104,Katharina,Bates,NULL,katharina.bates@gmail.com,54 South Greenview Drive ,Campbell,CA,95008
19901040,Shantae,Hammond,NULL,shantae.hammond@hotmail.com,526 Harvard Drive ,Victoria,TX,77904
19901041,Bettye,Espinoza,NULL,bettye.espinoza@yahoo.com,76 Rockwell Street ,Oswego,NY,13126
19901042,Larissa,Hays,NULL,larissa.hays@aol.com,66 2nd Drive ,Elmont,NY,11003
19901043,Diane,Jones,NULL,diane.jones@gmail.com,859 Prince St. ,Fresh Meadows,NY,11365
19901044,Zenia,Bruce,NULL,zenia.bruce@aol.com,349 James Road ,Rosedale,NY,11422
19901045,Pasquale,Hogan,NULL,pasquale.hogan@aol.com,403 Bank St. ,Vista,CA,92083
19901046,Dane,Mcdaniel,NULL,dane.mcdaniel@hotmail.com,891 Court Ave. ,Canandaigua,NY,14424
19901047,Jamaal,Baker,NULL,jamaal.baker@hotmail.com,186 Big Rock Cove Ave. ,Elmhurst,NY,11373
19901048,Ji,Burt,NULL,ji.burt@hotmail.com,40 S. Roberts Street ,Apple Valley,CA,92307
19901049,Marcelino,Mcbride,NULL,marcelino.mcbride@hotmail.com,29 Oxford Ave. ,Clifton Park,NY,12065
1990105,Marget,Hodge,NULL,marget.hodge@msn.com,7199 Selby Lane ,Woodhaven,NY,11421
19901050,Rozella,Fitzgerald,NULL,rozella.fitzgerald@yahoo.com,7795 Myers Ave. ,Shirley,NY,11967
19901051,Tonisha,Fowler,NULL,tonisha.fowler@msn.com,9270 Valley View Lane ,Huntington Station,NY,11746
19901052,Zora,Ford,(916) 192-3196,zora.ford@gmail.com,7416 La Sierra Dr. ,Sacramento,CA,95820
19901053,Parthenia,Figueroa,NULL,parthenia.figueroa@msn.com,550 Theatre Dr. ,Mahopac,NY,10541
19901054,Arielle,Levine,NULL,arielle.levine@yahoo.com,7100 High Ridge St. ,Garland,TX,75043
19901055,Hildegarde,Christensen,NULL,hildegarde.christensen@hotmail.com,488 East Mill Pond Ave. ,Maspeth,NY,11378
19901056,Rebbecca,Espinoza,NULL,rebbecca.espinoza@hotmail.com,8266 Valley Farms Road ,Mount Vernon,NY,10550
19901057,Conchita,Boone,NULL,conchita.boone@gmail.com,814 Birchpond Lane ,Mount Vernon,NY,10550
19901058,Aisha,Woods,NULL,aisha.woods@gmail.com,9292 Bear Hill Ave. ,Webster,NY,14580
19901059,Season,Harvey,NULL,season.harvey@yahoo.com,388 Arnold Court ,East Northport,NY,11731
1990106,Raul,Melendez,NULL,raul.melendez@hotmail.com,9772 Manhattan St. ,Elmhurst,NY,11373
19901060,Tommie,Cooley,(717) 634-4113,tommie.cooley@yahoo.com,92 Hickory St. ,Lancaster,NY,14086
19901061,Alanna,Barry,NULL,alanna.barry@yahoo.com,33 Laurel Avenue ,Euless,TX,76039
19901062,Jerri,Guthrie,NULL,jerri.guthrie@msn.com,95 Sugar Dr. ,Carmel,NY,10512
19901063,Tammy,Austin,NULL,tammy.austin@yahoo.com,182 Stillwater Ave. ,Lake Jackson,TX,77566
19901064,Patsy,Russo,NULL,patsy.russo@gmail.com,8438 Fairway Avenue ,Rowlett,TX,75088
19901065,Desiree,Branch,NULL,desiree.branch@msn.com,67 Bayport Drive ,San Lorenzo,CA,94580
19901066,Raeann,Duncan,(657) 256-2008,raeann.duncan@aol.com,126 Edgewood St. ,Anaheim,CA,92806
19901067,Lillia,Gillespie,NULL,lillia.gillespie@hotmail.com,382 Cardinal Dr. ,Rego Park,NY,11374
19901068,Doris,Kaufman,NULL,doris.kaufman@gmail.com,69 Fairground Dr. ,Duarte,CA,91010
19901069,Rodolfo,Buck,NULL,rodolfo.buck@gmail.com,8359 Brewery Street ,Shirley,NY,11967
1990107,Cecil,Hopper,NULL,cecil.hopper@yahoo.com,471 Glenlake Ave. ,Central Islip,NY,11722
19901070,Olimpia,Mays,NULL,olimpia.mays@aol.com,42 Nichols Lane ,Oakland Gardens,NY,11364
19901071,Shemeka,Lyons,NULL,shemeka.lyons@msn.com,97 South Jockey Hollow St. ,Pomona,CA,91768
19901072,Maryalice,Henry,NULL,maryalice.henry@msn.com,85 Prince Street ,Richardson,TX,75080
19901073,Leeanne,Cross,NULL,leeanne.cross@yahoo.com,424 Newcastle Road ,Bayside,NY,11361
19901074,Lanelle,Guerra,NULL,lanelle.guerra@yahoo.com,989 Wrangler St. ,Floral Park,NY,11001
19901075,Dann,Huff,NULL,dann.huff@gmail.com,475 S. Rockville St. ,Huntington Station,NY,11746
19901076,Sherise,Mercer,NULL,sherise.mercer@gmail.com,9401 Catherine Dr. ,Vista,CA,92083
19901077,Heather,Perry,NULL,heather.perry@gmail.com,982 Durham Street ,Sunnyside,NY,11104
19901078,Theresia,Barron,NULL,theresia.barron@aol.com,951 Wild Rose Street ,Forest Hills,NY,11375
19901079,Cindi,Ellis,NULL,cindi.ellis@yahoo.com,6 Cypress Lane ,Floral Park,NY,11001
1990108,Shae,Hickman,NULL,shae.hickman@hotmail.com,740 Pin Oak Street ,Floral Park,NY,11001
19901080,Mirella,Duffy,NULL,mirella.duffy@yahoo.com,43 University Ave. ,Longview,TX,75604
19901081,Carson,Macias,NULL,carson.macias@gmail.com,7 Pennington St. ,New Rochelle,NY,10801
19901082,Divina,Madden,(562) 264-3998,divina.madden@gmail.com,7314 Armstrong St. ,Long Beach,NY,11561
19901083,Cher,Alston,NULL,cher.alston@msn.com,38 Wild Horse Road ,Wantagh,NY,11793
19901084,Regine,Odom,NULL,regine.odom@msn.com,684 N. Mayfield Ave. ,Franklin Square,NY,11010
19901085,Adam,Thornton,NULL,adam.thornton@hotmail.com,755 East Henry Lane ,Central Islip,NY,11722
19901086,Cori,Schwartz,NULL,cori.schwartz@msn.com,43 Lancaster Lane ,Jamaica,NY,11432
19901087,Willow,Gardner,NULL,willow.gardner@gmail.com,57 S. Lakewood Dr. ,Pleasanton,CA,94566
19901088,Jane,Henderson,NULL,jane.henderson@hotmail.com,46 Carson Drive ,Apple Valley,CA,92307
19901089,Chere,Mcfadden,NULL,chere.mcfadden@yahoo.com,695 San Pablo Drive ,Orchard Park,NY,14127
1990109,Monica,Sears,(408) 704-8863,monica.sears@aol.com,57 Glenholme St. ,San Jose,CA,95127
19901090,Ira,Erickson,NULL,ira.erickson@aol.com,6 Lake Forest St. ,Port Jefferson Station,NY,11776
19901091,Risa,Gallagher,NULL,risa.gallagher@yahoo.com,8281 Edgefield Drive ,Rocklin,CA,95677
19901092,Lavinia,Cotton,NULL,lavinia.cotton@yahoo.com,7485 Bridle Street ,East Northport,NY,11731
19901093,Alejandrina,Hodges,NULL,alejandrina.hodges@msn.com,7598 Shadow Brook St. ,Deer Park,NY,11729
19901094,Keitha,Black,NULL,keitha.black@yahoo.com,7670 Hilldale Ave. ,Lindenhurst,NY,11757
19901095,Corene,Swanson,NULL,corene.swanson@aol.com,597 Lakeshore Lane ,Rego Park,NY,11374
19901096,Tonda,Webb,NULL,tonda.webb@yahoo.com,53 SW. Edgemont Rd. ,Baldwinsville,NY,13027
19901097,Collen,Dennis,NULL,collen.dennis@gmail.com,284 E. Mill Street ,San Pablo,CA,94806
19901098,Treasa,Dickerson,NULL,treasa.dickerson@hotmail.com,70 W. Creekside Road ,Rockville Centre,NY,11570
19901099,Jewell,Reyes,NULL,jewell.reyes@hotmail.com,8711 Glen Creek Drive ,Jackson Heights,NY,11372
199011,Deshawn,Mendoza,NULL,deshawn.mendoza@yahoo.com,8790 Cobblestone Street ,Monsey,NY,10952
1990110,Ollie,Zimmerman,(657) 648-2863,ollie.zimmerman@yahoo.com,69 Wood Rd. ,Anaheim,CA,92806
19901100,Penny,Acevedo,NULL,penny.acevedo@yahoo.com,318 Mulberry Drive ,Ballston Spa,NY,12020
19901101,Louise,Flowers,NULL,louise.flowers@yahoo.com,28 N. Gregory Court ,Depew,NY,14043
19901102,Henrietta,Wagner,(682) 143-2224,henrietta.wagner@hotmail.com,54 Brickyard St. ,Fort Worth,TX,76110
19901103,Ardelia,Cooley,NULL,ardelia.cooley@aol.com,59 Henry Smith St. ,Canyon Country,CA,91387
19901104,Khalilah,Robertson,NULL,khalilah.robertson@aol.com,22 Longbranch Rd. ,Spring Valley,NY,10977
19901105,Armando,Black,NULL,armando.black@gmail.com,8611 N. Poor House St. ,Richardson,TX,75080
19901106,Jerri,Henry,NULL,jerri.henry@msn.com,141 N. Purple Finch Avenue ,Spring Valley,NY,10977
19901107,Lynda,Newman,NULL,lynda.newman@msn.com,44 SW. Thomas Ave. ,Saratoga Springs,NY,12866
19901108,Bao,Wade,NULL,bao.wade@gmail.com,7587 Church St. ,Desoto,TX,75115
19901109,Gussie,Harding,NULL,gussie.harding@gmail.com,41 Edgefield Avenue ,Deer Park,NY,11729
1990111,Shila,White,NULL,shila.white@msn.com,94 Lakeshore Street ,Orchard Park,NY,14127
19901110,Shirely,Cantrell,NULL,shirely.cantrell@aol.com,6 Kent Street ,West Hempstead,NY,11552
19901111,Caroline,Jenkins,NULL,caroline.jenkins@msn.com,86 River Lane ,Richardson,TX,75080
19901112,Hollis,Rasmussen,NULL,hollis.rasmussen@yahoo.com,8949 S. Gates Road ,Massapequa,NY,11758
19901113,Kendra,Harrington,NULL,kendra.harrington@yahoo.com,768 Cooper Street ,Jamestown,NY,14701
19901114,Douglass,Blankenship,(229) 891-2087,douglass.blankenship@hotmail.com,409 W. Rock Maple Lane ,Albany,NY,12203
19901115,Lina,Meadows,NULL,lina.meadows@aol.com,7020 Ashley Rd. ,Glen Cove,NY,11542
19901116,Patria,Harper,NULL,patria.harper@msn.com,90 Arlington St. ,Astoria,NY,11102
19901117,Jeffrey,Hill,NULL,jeffrey.hill@gmail.com,2 Shub Farm St. ,Rosedale,NY,11422
19901118,Ja,Dillard,NULL,ja.dillard@yahoo.com,25 Orchard St. ,Canyon Country,CA,91387
19901119,Tora,Dunlap,NULL,tora.dunlap@hotmail.com,9903 North Halifax Ave. ,Monsey,NY,10952
1990112,Yuk,Vega,NULL,yuk.vega@yahoo.com,413 Wood St. ,West Hempstead,NY,11552
19901120,Karole,Alvarez,NULL,karole.alvarez@gmail.com,69 Woodland St. ,East Northport,NY,11731
19901121,Shasta,Combs,NULL,shasta.combs@yahoo.com,726 James Dr. ,Yorktown Heights,NY,10598
19901122,Cicely,Deleon,NULL,cicely.deleon@yahoo.com,751 Newbridge Ave. ,Massapequa Park,NY,11762
19901123,Raphael,O'neil,NULL,raphael.o'neil@aol.com,762 East Lantern Dr. ,Fairport,NY,14450
19901124,Hubert,Reilly,NULL,hubert.reilly@hotmail.com,9004 N. Lake Rd. ,Amityville,NY,11701
19901125,Caleb,England,NULL,caleb.england@gmail.com,649 Marvon St. ,Pleasanton,CA,94566
19901126,Elmira,Levy,NULL,elmira.levy@gmail.com,6 Columbia Dr. ,Spring Valley,NY,10977
19901127,Waldo,Hart,NULL,waldo.hart@yahoo.com,9782 Pineknoll Lane ,Queensbury,NY,12804
19901128,Bea,Kane,NULL,bea.kane@aol.com,398 Green Lake Ave. ,Mahopac,NY,10541
19901129,Gilberto,Sanders,NULL,gilberto.sanders@hotmail.com,186 Roehampton Ave. ,Woodside,NY,11377
1990113,Eliana,Silva,NULL,eliana.silva@gmail.com,7119 Summer Rd. ,Farmingdale,NY,11735
19901130,Benny,Bender,NULL,benny.bender@aol.com,520 W. Hamilton St. ,Elmont,NY,11003
19901131,Desmond,Rose,NULL,desmond.rose@hotmail.com,9956 Lexington Rd. ,Mount Vernon,NY,10550
19901132,Parthenia,Holman,NULL,parthenia.holman@gmail.com,17 Orange Court ,Ithaca,NY,14850
19901133,Dung,King,NULL,dung.king@aol.com,523 Prairie St. ,West Islip,NY,11795
19901134,Sherril,Alvarado,NULL,sherril.alvarado@hotmail.com,9434 Cypress Court ,Desoto,TX,75115
19901135,Alisia,Albert,NULL,alisia.albert@gmail.com,9490 Coffee St. ,Garland,TX,75043
19901136,Kallie,Best,(507) 997-4112,kallie.best@aol.com,9842 Fairview St. ,Rochester,NY,14606
19901137,Dottie,Roberts,NULL,dottie.roberts@aol.com,8252 Theatre St. ,Port Washington,NY,11050
19901138,Hubert,Stone,NULL,hubert.stone@hotmail.com,203 Penn St. ,Ridgecrest,CA,93555
19901139,Gabriella,Jones,NULL,gabriella.jones@hotmail.com,9100 Gates Ave. ,Mount Vernon,NY,10550
1990114,Thalia,Horne,NULL,thalia.horne@yahoo.com,9312 Harvard Street ,Amityville,NY,11701
19901140,Penney,Hall,NULL,penney.hall@msn.com,8306 Jockey Hollow Street ,Liverpool,NY,13090
19901141,Mallie,Osborn,NULL,mallie.osborn@gmail.com,9022 Bridgeton St. ,Newburgh,NY,12550
19901142,Britteny,Schroeder,NULL,britteny.schroeder@aol.com,855 Bohemia Dr. ,Pittsford,NY,14534
19901143,Sommer,Hopkins,NULL,sommer.hopkins@gmail.com,827 Laurel Ave. ,Tonawanda,NY,14150
19901144,Jewel,Sparks,NULL,jewel.sparks@aol.com,12 Vine Road ,Oakland Gardens,NY,11364
19901145,Deandrea,Vega,(914) 818-7312,deandrea.vega@gmail.com,613 Mill Pond St. ,Yonkers,NY,10701
19901146,Charlsie,Carson,NULL,charlsie.carson@hotmail.com,3 South Grant Avenue ,Saint Albans,NY,11412
19901147,Kandace,Ayers,NULL,kandace.ayers@gmail.com,9005 Lookout Lane ,Santa Monica,CA,90403
19901148,Lenore,Valdez,NULL,lenore.valdez@msn.com,829 Birchpond Street ,Spring Valley,NY,10977
19901149,Drucilla,Gilliam,NULL,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050
1990115,Rey,Lindsay,NULL,rey.lindsay@gmail.com,16 Philmont St. ,Monroe,NY,10950
19901150,Keturah,Reid,(361) 394-2024,keturah.reid@yahoo.com,747 SE. Beech Ave. ,Corpus Christi,TX,78418
19901151,Herminia,Reyes,NULL,herminia.reyes@gmail.com,782 Stonybrook Street ,Centereach,NY,11720
19901152,Tuyet,Rosa,NULL,tuyet.rosa@aol.com,9038 Golden Star Street ,South El Monte,CA,91733
19901153,Ara,Vazquez,NULL,ara.vazquez@msn.com,343 2nd Court ,San Carlos,CA,94070
19901154,Barry,Albert,NULL,barry.albert@gmail.com,13 Grand St. ,Auburn,NY,13021
19901155,Verdell,Joyner,NULL,verdell.joyner@aol.com,9191 Sierra St. ,Far Rockaway,NY,11691
19901156,Han,Wade,NULL,han.wade@hotmail.com,587 Sulphur Springs St. ,Howard Beach,NY,11414
19901157,Anton,Barton,(716) 472-3707,anton.barton@msn.com,7284 East Indian Spring Rd. ,Buffalo,NY,14215
19901158,Vito,Pickett,NULL,vito.pickett@hotmail.com,93 High Point Street ,Canandaigua,NY,14424
19901159,Charlene,Norris,NULL,charlene.norris@msn.com,972 South Sierra Drive ,Syosset,NY,11791
1990116,Merlene,Vinson,NULL,merlene.vinson@gmail.com,431 Vine Dr. ,Euless,TX,76039
19901160,Efren,Whitfield,NULL,efren.whitfield@gmail.com,139 Union Rd. ,Euless,TX,76039
19901161,Santa,Larson,NULL,santa.larson@gmail.com,5 Bellevue Dr. ,Valley Stream,NY,11580
19901162,Carmelina,Sellers,NULL,carmelina.sellers@hotmail.com,12 Race St. ,Ithaca,NY,14850
19901163,Carmela,Hays,NULL,carmela.hays@aol.com,149 Pennington Ave. ,Lawndale,CA,90260
19901164,Patrina,Tanner,NULL,patrina.tanner@gmail.com,7136 Selby Road ,Scarsdale,NY,10583
19901165,Rikki,Morrow,(682) 936-1482,rikki.morrow@hotmail.com,7096 Plumb Branch Road ,Fort Worth,TX,76110
19901166,Junita,Reese,NULL,junita.reese@gmail.com,8773 North Walt Whitman Court ,Bay Shore,NY,11706
19901167,Ryan,Carter,NULL,ryan.carter@yahoo.com,8684 Studebaker Road ,Nanuet,NY,10954
19901168,Almeta,Benjamin,NULL,almeta.benjamin@aol.com,8456 Oakwood St. ,Sunnyside,NY,11104
19901169,Beatris,Joyner,NULL,beatris.joyner@gmail.com,7463 Gonzales Rd. ,Spring Valley,NY,10977
1990117,Dacia,William,NULL,dacia.william@msn.com,62 Cypress Drive ,Sugar Land,TX,77478
19901170,Mechelle,Chan,NULL,mechelle.chan@gmail.com,458 Overlook Street ,Richmond Hill,NY,11418
19901171,Earlean,Pena,NULL,earlean.pena@yahoo.com,7698 Fulton St. ,Rome,NY,13440
19901172,Katherin,Clark,NULL,katherin.clark@yahoo.com,996 Iroquois Street ,Pittsford,NY,14534
19901173,Chanel,May,NULL,chanel.may@msn.com,806 Saxton Court ,Garden City,NY,11530
19901174,Aaron,Knapp,(914) 402-4335,aaron.knapp@yahoo.com,807 Grandrose Ave. ,Yonkers,NY,10701
19901175,Sindy,Anderson,NULL,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768
19901176,Sheree,Blanchard,NULL,sheree.blanchard@gmail.com,41 Glenwood Ave. ,Queensbury,NY,12804
19901177,Charlesetta,Soto,NULL,charlesetta.soto@yahoo.com,25 South Colonial Drive ,Poughkeepsie,NY,12601
19901178,Wendie,Nash,(805) 389-2549,wendie.nash@hotmail.com,9 South Road ,Oxnard,CA,93035
19901179,Vernetta,Banks,NULL,vernetta.banks@aol.com,7633 Albany St. ,Brooklyn,NY,11201
1990118,Le,Wood,NULL,le.wood@yahoo.com,90 Primrose Dr. ,Pittsford,NY,14534
19901180,Myrtle,Gardner,NULL,myrtle.gardner@aol.com,303 Creekside Street ,Farmingdale,NY,11735
19901181,Agustina,Lawrence,NULL,agustina.lawrence@yahoo.com,9347 Delaware Ave. ,Brooklyn,NY,11201
19901182,Trinidad,Chapman,NULL,trinidad.chapman@aol.com,7371 Glen Eagles Street ,Ronkonkoma,NY,11779
19901183,Kim,Clark,NULL,kim.clark@msn.com,19 Liberty St. ,Merrick,NY,11566
19901184,Annabelle,Hebert,NULL,annabelle.hebert@aol.com,9745 Nicolls Lane ,Spring Valley,NY,10977
19901185,Corine,Stuart,NULL,corine.stuart@msn.com,5 Penn Street ,Clifton Park,NY,12065
19901186,Kiesha,Bond,NULL,kiesha.bond@aol.com,29 Marvon St. ,San Carlos,CA,94070
19901187,Kenyetta,Mason,NULL,kenyetta.mason@msn.com,98 Poplar Ave. ,Flushing,NY,11354
19901188,Marcene,Curtis,(914) 361-6045,marcene.curtis@msn.com,7699 Illinois Lane ,Yonkers,NY,10701
19901189,Sheila,Goodman,NULL,sheila.goodman@msn.com,9586 Chestnut St. ,Uniondale,NY,11553
1990119,Thalia,Dillard,NULL,thalia.dillard@yahoo.com,987 NE. Gates Street ,San Angelo,TX,76901
19901190,Romeo,Steele,NULL,romeo.steele@msn.com,162 Crescent Lane ,Port Jefferson Station,NY,11776
19901191,Tam,Fisher,(507) 351-9375,tam.fisher@aol.com,8000 Woodsman Lane ,Rochester,NY,14606
19901192,Gena,Owens,NULL,gena.owens@gmail.com,43 Buckingham St. ,Desoto,TX,75115
19901193,Phebe,Soto,NULL,phebe.soto@hotmail.com,9239 Leatherwood Rd. ,South Ozone Park,NY,11420
19901194,Leticia,Snyder,NULL,leticia.snyder@yahoo.com,173 Lyme Dr. ,Pittsford,NY,14534
19901195,Chantell,Bridges,(716) 941-6072,chantell.bridges@yahoo.com,8478 N. Wrangler Dr. ,Buffalo,NY,14215
19901196,Ileana,Holt,NULL,ileana.holt@msn.com,817 Adams St. ,Patchogue,NY,11772
19901197,Nakisha,Clay,NULL,nakisha.clay@gmail.com,8996 Beechwood Ave. ,Port Washington,NY,11050
19901198,Cheryll,Snyder,NULL,cheryll.snyder@yahoo.com,77 E. Liberty St. ,Brooklyn,NY,11201
19901199,Consuela,Collier,NULL,consuela.collier@msn.com,338 S. Holly Avenue ,North Tonawanda,NY,14120
199012,Robby,Sykes,(516) 583-7761,robby.sykes@hotmail.com,486 Rock Maple Street ,Hempstead,NY,11550
1990120,Luz,House,(559) 114-2580,luz.house@gmail.com,491 Railroad Street ,Fresno,CA,93706
19901200,Aubrey,Durham,NULL,aubrey.durham@aol.com,14 Foster Ave. ,Port Washington,NY,11050
19901201,Nita,Guy,NULL,nita.guy@hotmail.com,75 Academy Street ,Port Chester,NY,10573
19901202,Carmina,Emerson,NULL,carmina.emerson@hotmail.com,7137 Monroe Road ,Banning,CA,92220
19901203,Georgeann,Rojas,NULL,georgeann.rojas@msn.com,691 Devon Ave. ,Desoto,TX,75115
19901204,Leslie,Higgins,NULL,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866
19901205,Emmaline,Huber,NULL,emmaline.huber@gmail.com,7975 Harrison Rd. ,Mount Vernon,NY,10550
19901206,Mercy,Brown,NULL,mercy.brown@msn.com,8207 Central Street ,Hollis,NY,11423
19901207,Jenell,Crosby,(631) 544-4772,jenell.crosby@hotmail.com,507 Fulton Street ,Brentwood,NY,11717
19901208,Leila,Barr,NULL,leila.barr@yahoo.com,120 Fremont Rd. ,Carmel,NY,10512
19901209,Deandrea,Cox,NULL,deandrea.cox@msn.com,617 Sycamore Street ,Huntington,NY,11743
1990121,Lucy,Woods,NULL,lucy.woods@gmail.com,8437 West Rockaway St. ,Palos Verdes Peninsula,CA,90274
19901210,Shawnna,Frank,NULL,shawnna.frank@hotmail.com,17 NW. Cottage Lane ,Woodside,NY,11377
19901211,Brenton,Whitaker,NULL,brenton.whitaker@gmail.com,25 Elmwood Rd. ,Niagara Falls,NY,14304
19901212,Jaqueline,Cummings,NULL,jaqueline.cummings@hotmail.com,478 Wrangler St. ,Huntington Station,NY,11746
19901213,Yang,Giles,NULL,yang.giles@gmail.com,25 Bridle Lane ,San Angelo,TX,76901
19901214,Brigid,Sharp,NULL,brigid.sharp@hotmail.com,495 Sleepy Hollow Court ,Santa Clara,CA,95050
19901215,Karl,Stephens,NULL,karl.stephens@gmail.com,208 Thatcher Rd. ,Rockville Centre,NY,11570
19901216,Elvina,Gates,NULL,elvina.gates@hotmail.com,112 Smith St. ,Pleasanton,CA,94566
19901217,Carlie,Terrell,(914) 517-8036,carlie.terrell@yahoo.com,7437 Snake Hill Road ,Yonkers,NY,10701
19901218,Donovan,Cantrell,(510) 624-3824,donovan.cantrell@msn.com,601 Winchester Dr. ,Oakland,CA,94603
19901219,Alden,Atkinson,NULL,alden.atkinson@gmail.com,46 Valley St. ,Shirley,NY,11967
1990122,Shena,Carter,NULL,shena.carter@yahoo.com,72 University Road ,Howard Beach,NY,11414
19901220,Carissa,Cross,NULL,carissa.cross@yahoo.com,9335 West Main Dr. ,Huntington Station,NY,11746
19901221,Joy,Underwood,NULL,joy.underwood@gmail.com,7297 Armstrong Dr. ,Apple Valley,CA,92307
